"Species","Year","Num_of_trees","sss"
"CedarBreaks_PSME",1890,8,0.843
"CedarBreaks_PSME",1891,8,0.843
"CedarBreaks_PSME",1892,9,0.873
"CedarBreaks_PSME",1893,9,0.873
"CedarBreaks_PSME",1894,9,0.873
"CedarBreaks_PSME",1895,9,0.873
"CedarBreaks_PSME",1896,9,0.873
"CedarBreaks_PSME",1897,9,0.873
"CedarBreaks_PSME",1898,9,0.873
"CedarBreaks_PSME",1899,9,0.873
"CedarBreaks_PSME",1900,8,0.843
"CedarBreaks_PSME",1901,8,0.843
"CedarBreaks_PSME",1902,8,0.843
"CedarBreaks_PSME",1903,8,0.843
"CedarBreaks_PSME",1904,8,0.843
"CedarBreaks_PSME",1905,8,0.843
"CedarBreaks_PSME",1906,8,0.843
"CedarBreaks_PSME",1907,8,0.843
"CedarBreaks_PSME",1908,8,0.843
"CedarBreaks_PSME",1909,8,0.843
"CedarBreaks_PSME",1910,8,0.843
"CedarBreaks_PSME",1911,8,0.843
"CedarBreaks_PSME",1912,8,0.843
"CedarBreaks_PSME",1913,8,0.843
"CedarBreaks_PSME",1914,8,0.843
"CedarBreaks_PSME",1915,8,0.843
"CedarBreaks_PSME",1916,8,0.843
"CedarBreaks_PSME",1917,8,0.843
"CedarBreaks_PSME",1918,8,0.843
"CedarBreaks_PSME",1919,8,0.843
"CedarBreaks_PSME",1920,8,0.843
"CedarBreaks_PSME",1921,8,0.843
"CedarBreaks_PSME",1922,8,0.843
"CedarBreaks_PSME",1923,8,0.843
"CedarBreaks_PSME",1924,8,0.843
"CedarBreaks_PSME",1925,9,0.873
"CedarBreaks_PSME",1926,9,0.873
"CedarBreaks_PSME",1927,9,0.873
"CedarBreaks_PSME",1928,9,0.873
"CedarBreaks_PSME",1929,9,0.873
"CedarBreaks_PSME",1930,9,0.873
"CedarBreaks_PSME",1931,9,0.873
"CedarBreaks_PSME",1932,9,0.873
"CedarBreaks_PSME",1933,9,0.873
"CedarBreaks_PSME",1934,10,0.899
"CedarBreaks_PSME",1935,10,0.899
"CedarBreaks_PSME",1936,10,0.899
"CedarBreaks_PSME",1937,10,0.899
"CedarBreaks_PSME",1938,10,0.899
"CedarBreaks_PSME",1939,11,0.922
"CedarBreaks_PSME",1940,11,0.922
"CedarBreaks_PSME",1941,11,0.922
"CedarBreaks_PSME",1942,11,0.922
"CedarBreaks_PSME",1943,11,0.922
"CedarBreaks_PSME",1944,11,0.922
"CedarBreaks_PSME",1945,11,0.922
"CedarBreaks_PSME",1946,11,0.922
"CedarBreaks_PSME",1947,11,0.922
"CedarBreaks_PSME",1948,11,0.922
"CedarBreaks_PSME",1949,11,0.922
"CedarBreaks_PSME",1950,11,0.922
"CedarBreaks_PSME",1951,11,0.922
"CedarBreaks_PSME",1952,11,0.922
"CedarBreaks_PSME",1953,11,0.922
"CedarBreaks_PSME",1954,11,0.922
"CedarBreaks_PSME",1955,11,0.922
"CedarBreaks_PSME",1956,11,0.922
"CedarBreaks_PSME",1957,11,0.922
"CedarBreaks_PSME",1958,11,0.922
"CedarBreaks_PSME",1959,11,0.922
"CedarBreaks_PSME",1960,11,0.922
"CedarBreaks_PSME",1961,12,0.941
"CedarBreaks_PSME",1962,12,0.941
"CedarBreaks_PSME",1963,12,0.941
"CedarBreaks_PSME",1964,12,0.941
"CedarBreaks_PSME",1965,12,0.941
"CedarBreaks_PSME",1966,12,0.941
"CedarBreaks_PSME",1967,13,0.959
"CedarBreaks_PSME",1968,13,0.959
"CedarBreaks_PSME",1969,13,0.959
"CedarBreaks_PSME",1970,13,0.959
"CedarBreaks_PSME",1971,13,0.959
"CedarBreaks_PSME",1972,13,0.959
"CedarBreaks_PSME",1973,14,0.974
"CedarBreaks_PSME",1974,14,0.974
"CedarBreaks_PSME",1975,14,0.974
"CedarBreaks_PSME",1976,15,0.988
"CedarBreaks_PSME",1977,15,0.988
"CedarBreaks_PSME",1978,15,0.988
"CedarBreaks_PSME",1979,15,0.988
"CedarBreaks_PSME",1980,15,0.988
"CedarBreaks_PSME",1981,15,0.988
"CedarBreaks_PSME",1982,15,0.988
"CedarBreaks_PSME",1983,15,0.988
"CedarBreaks_PSME",1984,15,0.988
"CedarBreaks_PSME",1985,15,0.988
"CedarBreaks_PSME",1986,15,0.988
"CedarBreaks_PSME",1987,15,0.988
"CedarBreaks_PSME",1988,15,0.988
"CedarBreaks_PSME",1989,15,0.988
"CedarBreaks_PSME",1990,15,0.988
"CedarBreaks_PSME",1991,15,0.988
"CedarBreaks_PSME",1992,15,0.988
"CedarBreaks_PSME",1993,15,0.988
"CedarBreaks_PSME",1994,15,0.988
"CedarBreaks_PSME",1995,15,0.988
"CedarBreaks_PSME",1996,15,0.988
"CedarBreaks_PSME",1997,15,0.988
"CedarBreaks_PSME",1998,3,0.553
"CedarBreaks_PSME",1999,2,0.434
"CedarBreaks_PSME",2000,2,0.434
"CedarBreaks_PSME",2001,2,0.434
"CedarBreaks_PSME",2002,2,0.434
"CedarBreaks_PSME",2003,2,0.434
"CedarBreaks_PSME",2004,2,0.434
"CedarBreaks_PSME",2005,2,0.434
"CedarBreaks_PSME",2006,2,0.434
"CedarBreaks_PSME",2007,2,0.434
